text_raw,text_norm,emojis,emojis_count,emoji_sent,lang_primary,lang_probs,is_mixed,mix_ratio,has_kk_chars,has_ru_chars,text,username,like_count,created_at_utc,source_post_url,batch_extracted_at,post_total_comments,post_note,has_profanity,profanity_hits,spam_score,is_spam,toxicity_model,toxicity_score,toxicity_label,moderation_reasons,type,type_rules,sentiment,sentiment_score,sentiment_model,sentiment_probs_json
Как подключит тариф,Как подключит тариф,,0,0.0,ru,"{""ru"": 0.9731, ""bg"": 0.026, ""uk"": 0.0003}",False,0.0,False,False,Как подключит тариф,kambarbekov_nurdos,0,2025-09-06T16:39:22+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0244,non_toxic,[],question,"[""ru:question""]",neutral,-0.0531,ru_rubert_tiny_snt,"{""negative"": 0.09520097360613863, ""neutral"": 0.8760335706482402, ""positive"": 0.028765455745621196}"
"4ый день не могут решить мой вопрос по домашнему интернету. Никак не дозвониться до операторов. По пол часа ждешь, потом сбрасывают. Вы можете наконец решить этот вопрос? Или можно уже обращаться к другому оператору.","4ый день не могут решить мой вопрос по домашнему интернету. Никак не дозвониться до операторов. По пол часа ждешь, потом сбрасывают. Вы можете наконец решить этот вопрос? Или можно уже обращаться к другому оператору.",,0,0.0,ru,"{""ru"": 0.9986, ""uk"": 0.0006, ""ce"": 0.0005}",False,0.0,False,True,"4ый день не могут решить мой вопрос по домашнему интернету. Никак не дозвониться до операторов. По пол часа ждешь, потом сбрасывают. Вы можете наконец решить этот вопрос? Или можно уже обращаться к другому оператору.",yerbolatova.akerke,1,2025-09-06T11:48:34+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0287,non_toxic,[],question,"[""ru:question""]",negative,-0.5594,ru_rubert_tiny_snt,"{""negative"": 0.736577145736537, ""neutral"": 0.22607414534467743, ""positive"": 0.03734870891878556}"
+++,+++,,0,0.0,ru,"{""ru"": 0.9346, ""en"": 0.0244, ""mk"": 0.0212}",False,0.0,False,False,+++,aibek_baurzhanuly,0,2025-09-05T18:54:13+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.1,False,ru_rubert_tiny,0.0447,non_toxic,[],review,[],positive,0.7666,ru_rubert_tiny_snt,"{""negative"": 0.001817207899664388, ""neutral"": 0.038102883841131946, ""positive"": 0.9600799082592036}"
"Добрый вечер! Мы обязательно возьмем в работу ваше обращение и для детальной проверки прошу написать в ЛС. Мне необходимо уточнить ваши персональные данные для решения.

(Сіздің кеңесшіңіз / Ваш консультант Жанель)",Добрый вечер! Мы обязательно возьмем в работу ваше обращение и для детальной проверки прошу написать в ЛС. Мне необходимо уточнить ваши персональные данные для решения. (Сіздің кеңесшіңіз / Ваш консультант Жанель),,0,0.0,ru,"{""ru"": 0.9869, ""uk"": 0.0071, ""kk"": 0.0017}",False,0.087,True,True,"Добрый вечер! Мы обязательно возьмем в работу ваше обращение и для детальной проверки прошу написать в ЛС. Мне необходимо уточнить ваши персональные данные для решения.

(Сіздің кеңесшіңіз / Ваш консультант Жанель)",altel_kz,0,2025-09-05T15:33:50+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0318,non_toxic,[],review,[],neutral,0.0006,ru_rubert_tiny_snt,"{""negative"": 0.0004872419855209031, ""neutral"": 0.9982461419154358, ""positive"": 0.0012666160990432293}"
За что я плачу деньги?! Где интернет?!,За что я плачу деньги?! Где интернет?!,,0,0.0,ru,"{""ru"": 0.9941, ""ce"": 0.0026, ""mhr"": 0.0016}",False,0.0,False,False,За что я плачу деньги?! Где интернет?!,katerina_271091,0,2025-09-05T15:32:43+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.059,non_toxic,[],question,"[""ru:question""]",negative,-0.7733,ru_rubert_tiny_snt,"{""negative"": 0.9745889856732032, ""neutral"": 0.01744284845216736, ""positive"": 0.007968165874629441}"
Я подключил этот тариф👍,Я подключил этот тариф👍,👍,1,0.7,ru,"{""ru"": 0.9999, ""ba"": 0.0001, ""bg"": 0.0001}",False,0.0,False,True,Я подключил этот тариф👍,salazar1981kz,0,2025-09-05T14:09:32+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0837,non_toxic,[],review,[],neutral,-0.1232,ru_rubert_tiny_snt,"{""negative"": 0.5373607953989624, ""neutral"": 0.2542841770393279, ""positive"": 0.2083550275617097}"
Добрый день. Зашёл в офис в Сайраме там говорили что 6000тг стоит номер. Почему так?,Добрый день. Зашёл в офис в Сайраме там говорили что 6000тг стоит номер. Почему так?,,0,0.0,ru,"{""ru"": 0.9992, ""uk"": 0.0004, ""sr"": 0.0001}",False,0.0,False,True,Добрый день. Зашёл в офис в Сайраме там говорили что 6000тг стоит номер. Почему так?,khamijonk,0,2025-09-05T11:07:30+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0453,non_toxic,[],question,"[""ru:question""]",neutral,-0.0508,ru_rubert_tiny_snt,"{""negative"": 0.11981058343892141, ""neutral"": 0.8239005361478876, ""positive"": 0.05628888041319103}"
Здравствуйте что с интернетом?? 15 тыс в месяц платим втрой день сбой то интернет то связь фото еле открывает,Здравствуйте что с интернетом?? 15 тыс в месяц платим втрой день сбой то интернет то связь фото еле открывает,,0,0.0,ru,"{""ru"": 0.9968, ""uk"": 0.0011, ""ce"": 0.0007}",False,0.0,False,True,Здравствуйте что с интернетом?? 15 тыс в месяц платим втрой день сбой то интернет то связь фото еле открывает,sultan_yessemkhan,3,2025-09-05T10:15:55+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0342,non_toxic,[],question,"[""ru:question""]",negative,-0.7933,ru_rubert_tiny_snt,"{""negative"": 0.9922174543940772, ""neutral"": 0.007233855088477928, ""positive"": 0.0005486905174449147}"
"Уже 2 день сеть пропадает,интернет плохо грузит","Уже 2 день сеть пропадает,интернет плохо грузит",,0,0.0,ru,"{""ru"": 0.9902, ""uk"": 0.0063, ""ce"": 0.002}",False,0.0,False,False,"Уже 2 день сеть пропадает,интернет плохо грузит",17nyrsyltan,0,2025-09-05T09:56:52+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0201,non_toxic,[],complaint,"[""ru:complaint""]",negative,-0.7898,ru_rubert_tiny_snt,"{""negative"": 0.9876250417414804, ""neutral"": 0.011939407075746204, ""positive"": 0.0004355511827734182}"
"2 день сбои идут, нет стабильности. Звоним, не отвечаете.","2 день сбои идут, нет стабильности. Звоним, не отвечаете.",,0,0.0,ru,"{""ru"": 0.996, ""sr"": 0.0021, ""ce"": 0.0006}",False,0.0,False,False,"2 день сбои идут, нет стабильности. Звоним, не отвечаете.",eyelish.me,8,2025-09-05T08:53:40+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.1032,non_toxic,[],review,[],negative,-0.6434,ru_rubert_tiny_snt,"{""negative"": 0.8121190937970569, ""neutral"": 0.17999207252668298, ""positive"": 0.007888833676260107}"
"На Теле2 почему-то тарифы дороже, а ведь вы одна компания","На Теле2 почему-то тарифы дороже, а ведь вы одна компания",,0,0.0,ru,"{""ru"": 0.9977, ""uk"": 0.0009, ""bg"": 0.0004}",False,0.0,False,True,"На Теле2 почему-то тарифы дороже, а ведь вы одна компания",dias1342023,0,2025-09-05T05:41:14+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0128,non_toxic,[],question,"[""ru:question""]",negative,-0.6857,ru_rubert_tiny_snt,"{""negative"": 0.8611747522235993, ""neutral"": 0.1348325743475862, ""positive"": 0.003992673428814469}"
Для чего сейф гб. Так не тратить на сейф первую очередь на ресурсы потом сейф. А сейф так не работает,Для чего сейф гб. Так не тратить на сейф первую очередь на ресурсы потом сейф. А сейф так не работает,,0,0.0,ru,"{""ru"": 0.9948, ""uk"": 0.004, ""ba"": 0.0004}",False,0.0,False,True,Для чего сейф гб. Так не тратить на сейф первую очередь на ресурсы потом сейф. А сейф так не работает,k_bauroko_kb,0,2025-09-05T05:25:41+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0798,non_toxic,[],complaint,"[""ru:question"", ""ru:complaint""]",negative,-0.5449,ru_rubert_tiny_snt,"{""negative"": 0.7163398479324534, ""neutral"": 0.24841886009034098, ""positive"": 0.03524129197720564}"
"Номер заблокируют, а потом не вернут, когда к номеру уже привязал свои данные","Номер заблокируют, а потом не вернут, когда к номеру уже привязал свои данные",,0,0.0,ru,"{""ru"": 0.9994, ""uk"": 0.0002, ""hy"": 0.0001}",False,0.0,False,True,"Номер заблокируют, а потом не вернут, когда к номеру уже привязал свои данные",mariyamka.a,0,2025-09-04T21:42:41+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.1118,non_toxic,[],question,"[""ru:question""]",negative,-0.6635,ru_rubert_tiny_snt,"{""negative"": 0.8321034721037914, ""neutral"": 0.1651122502141364, ""positive"": 0.0027842776820721548}"
"Здравствуйте, хотели в приложении перейти на этот тариф с другого оператора,но нет уже акции","Здравствуйте, хотели в приложении перейти на этот тариф с другого оператора,но нет уже акции",,0,0.0,ru,"{""ru"": 0.9958, ""uk"": 0.0026, ""bg"": 0.0009}",False,0.0,False,True,"Здравствуйте, хотели в приложении перейти на этот тариф с другого оператора,но нет уже акции",natasha_lv99,0,2025-09-04T18:23:39+00:00,DOL1_-cii1F,2025-09-21T00:31:25.973690,47,,False,0,0.0,False,ru_rubert_tiny,0.0284,non_toxic,[],review,[],negative,-0.7352,ru_rubert_tiny_snt,"{""negative"": 0.9306861127514909, ""neutral"": 0.05766700186704471, ""positive"": 0.011646885381464342}"
